                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                    nan,                    nan,                    nan,                0.95783,                0.94394,                 0.9817,                0.71618,                    nan,                    nan,                    nan,             0.00047578,             0.00047578,             0.00047578
                      2,                    nan,                    nan,                    nan,                0.95783,                0.94394,                 0.9817,                0.71618,                    nan,                    nan,                    nan,             0.00093644,             0.00093644,             0.00093644
